Attrition,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Ticket_Medio,Transacoes_por_Mes,Gasto_Medio_Mensal,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Faixa_Idade,Renda_Class,Cluster
0,53,1,48,4,3,3,0.716,3709,64,0.684,0.648,57.953125,1.3333333333333333,77.27083333333333,F,Doctorate,Single,Less than $40K,Blue,50-69,Baixa,1
0,54,3,36,6,2,4,0.487,1401,30,0.579,0.884,46.7,0.8333333333333334,38.91666666666666,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,1
0,39,1,34,4,1,2,0.914,2995,60,0.875,0.053,49.91666666666666,1.7647058823529411,88.08823529411765,F,Uneducated,Divorced,Unknown,Blue,30-49,Baixa,0
0,49,2,39,3,2,2,0.857,3806,65,0.667,0.083,58.55384615384615,1.6666666666666667,97.5897435897436,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
0,35,3,23,3,3,4,0.702,1944,55,0.618,0.171,35.345454545454544,2.391304347826087,84.52173913043478,F,High School,Married,Less than $40K,Blue,30-49,Baixa,0
0,47,3,27,6,3,3,0.599,1805,46,0.704,0.067,39.23913043478261,1.7037037037037035,66.85185185185185,M,College,Married,$120K +,Silver,30-49,Alta,0
0,38,3,34,6,3,3,0.68,1783,33,0.65,0.432,54.03030303030303,0.9705882352941176,52.44117647058823,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,1
0,56,1,44,3,1,0,0.51,1543,34,0.545,0.165,45.38235294117647,0.7727272727272727,35.06818181818182,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0
0,56,2,46,4,1,3,0.381,1302,27,0.421,0.05,48.22222222222222,0.5869565217391305,28.30434782608696,M,High School,Married,$120K +,Blue,50-69,Alta,0
0,38,3,25,5,1,4,0.722,4345,72,0.674,0.132,60.34722222222222,2.88,173.8,M,High School,Single,$60K - $80K,Blue,30-49,Alta,0
1,46,3,39,1,4,3,0.738,1102,27,0.8,0.06,40.81481481481482,0.6923076923076923,28.256410256410252,M,College,Single,$80K - $120K,Blue,30-49,Alta,0
0,37,1,25,3,2,3,0.732,2565,72,0.636,0.69,35.625,2.88,102.6,M,High School,Single,$40K - $60K,Blue,30-49,Média,1
0,63,0,36,4,1,4,0.465,1342,26,1.0,0.709,51.61538461538461,0.7222222222222222,37.27777777777778,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,1
0,65,1,56,6,2,2,0.697,2328,62,0.722,0.351,37.54838709677419,1.1071428571428572,41.57142857142857,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,1
0,38,4,27,5,2,4,1.43,2119,52,1.08,0.184,40.75,1.9259259259259256,78.48148148148148,M,College,Married,$80K - $120K,Blue,30-49,Alta,0
0,45,4,39,4,1,2,0.757,1906,39,0.773,0.038,48.87179487179487,1.0,48.87179487179487,F,Doctorate,Unknown,Unknown,Silver,30-49,Baixa,0
0,26,0,36,5,2,3,0.599,2349,41,0.464,0.606,57.29268292682927,1.1388888888888888,65.25,M,College,Single,$40K - $60K,Blue,<30,Média,1
0,58,2,44,4,2,3,0.553,1433,34,0.889,0.264,42.14705882352941,0.7727272727272727,32.56818181818182,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
1,48,3,36,5,2,4,0.763,1312,32,0.6,0.023,41.0,0.8888888888888888,36.44444444444444,M,Uneducated,Married,$120K +,Blue,30-49,Alta,0
0,26,0,16,6,2,4,0.588,2148,40,0.379,0.518,53.7,2.5,134.25,F,Unknown,Single,$40K - $60K,Blue,<30,Média,1
0,48,3,43,6,2,2,0.574,2038,64,0.362,0.732,31.84375,1.4883720930232558,47.395348837209305,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,1
1,33,3,36,6,3,5,0.401,916,18,0.2,0.0,50.888888888888886,0.5,25.444444444444443,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
0,62,0,51,3,3,2,0.461,1407,44,0.467,0.281,31.977272727272727,0.8627450980392157,27.58823529411765,F,Doctorate,Married,$40K - $60K,Blue,50-69,Média,0
1,55,3,41,1,3,4,0.796,1187,40,0.6,0.07,29.675,0.975609756097561,28.951219512195124,M,Uneducated,Divorced,$80K - $120K,Blue,50-69,Alta,0
0,40,2,29,4,3,2,0.699,3292,62,0.824,0.0,53.096774193548384,2.1379310344827585,113.51724137931036,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,0
0,46,2,41,3,3,2,0.998,3432,71,0.972,0.49,48.33802816901409,1.7317073170731707,83.70731707317073,M,High School,Single,$40K - $60K,Blue,30-49,Média,1
0,58,1,36,3,2,5,0.707,1541,33,0.833,0.524,46.696969696969695,0.9166666666666666,42.80555555555556,M,High School,Married,$40K - $60K,Blue,50-69,Média,1
0,47,2,34,3,2,4,0.773,1881,49,0.815,0.368,38.38775510204081,1.4411764705882353,55.3235294117647,M,Graduate,Unknown,$60K - $80K,Blue,30-49,Alta,1
0,50,2,41,6,1,3,0.49,1986,50,0.613,0.483,39.72,1.2195121951219512,48.4390243902439,M,Unknown,Divorced,$60K - $80K,Blue,50-69,Alta,1
0,53,1,41,6,3,2,0.636,1564,33,0.5,0.462,47.39393939393939,0.8048780487804879,38.14634146341464,M,Graduate,Married,$120K +,Blue,50-69,Alta,1
0,45,3,36,3,1,3,0.668,3447,72,0.895,0.103,47.875,2.0,95.75,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,0
0,48,4,38,6,3,2,0.463,4428,82,0.822,0.186,54.0,2.1578947368421053,116.52631578947368,M,Uneducated,Single,$40K - $60K,Blue,30-49,Média,0
0,43,3,37,6,1,2,0.707,4149,86,0.755,0.046,48.24418604651163,2.324324324324324,112.13513513513512,M,Post-Graduate,Married,$60K - $80K,Gold,30-49,Alta,0
0,60,0,55,6,1,2,0.468,1618,47,0.958,0.215,34.42553191489362,0.8545454545454545,29.418181818181814,M,Uneducated,Married,$60K - $80K,Blue,50-69,Alta,0
0,56,2,41,4,1,3,0.491,1281,36,0.8,0.08,35.583333333333336,0.8780487804878049,31.24390243902439,M,High School,Married,$120K +,Blue,50-69,Alta,0
0,43,3,31,5,3,2,0.816,1994,41,0.64,0.899,48.63414634146341,1.3225806451612905,64.3225806451613,F,College,Married,$40K - $60K,Blue,30-49,Média,1
0,57,3,36,6,2,3,0.408,1387,30,0.579,0.731,46.23333333333333,0.8333333333333334,38.52777777777778,F,High School,Married,Less than $40K,Blue,50-69,Baixa,1
0,52,1,47,6,3,3,0.926,3446,58,1.0,0.622,59.41379310344828,1.2340425531914894,73.31914893617021,F,Uneducated,Married,$40K - $60K,Blue,50-69,Média,1
0,56,1,36,6,3,2,0.847,1341,37,1.176,0.045,36.24324324324324,1.0277777777777777,37.25,F,Unknown,Married,Unknown,Blue,50-69,Baixa,0
1,43,1,37,4,2,3,0.769,2508,44,0.294,0.013,57.0,1.1891891891891893,67.78378378378379,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
0,38,3,32,3,1,2,1.295,2520,61,0.848,0.289,41.31147540983606,1.90625,78.75,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,1
0,53,2,33,3,3,1,0.321,1271,36,0.2,0.536,35.30555555555556,1.0909090909090908,38.51515151515152,M,College,Married,$40K - $60K,Blue,50-69,Média,1
0,52,1,35,3,2,4,0.603,4370,83,0.537,0.114,52.65060240963855,2.3714285714285714,124.85714285714286,F,Graduate,Divorced,Unknown,Blue,50-69,Baixa,0
0,58,2,44,3,2,2,0.476,1469,29,0.812,0.212,50.6551724137931,0.6590909090909091,33.38636363636363,M,College,Married,$80K - $120K,Blue,50-69,Alta,0
0,34,3,36,3,6,1,0.551,2251,63,0.537,0.095,35.73015873015873,1.75,62.52777777777778,F,College,Single,Less than $40K,Blue,30-49,Baixa,0
0,36,1,20,5,1,2,0.649,2240,53,0.395,0.077,42.264150943396224,2.65,112.0,M,High School,Single,$40K - $60K,Blue,30-49,Média,0
0,55,0,35,5,1,3,0.675,1749,41,0.577,0.53,42.65853658536585,1.1714285714285717,49.97142857142857,F,Graduate,Single,$40K - $60K,Blue,50-69,Média,1
0,54,1,43,3,1,4,0.428,1736,48,0.371,0.066,36.16666666666666,1.1162790697674418,40.372093023255815,M,Uneducated,Married,$80K - $120K,Blue,50-69,Alta,0
0,36,2,36,4,3,1,0.783,1942,42,0.75,0.386,46.23809523809524,1.1666666666666667,53.94444444444444,M,College,Married,$40K - $60K,Blue,30-49,Média,1
0,35,2,27,4,3,0,0.963,2534,78,0.95,0.551,32.48717948717949,2.888888888888889,93.85185185185183,F,Graduate,Single,Unknown,Blue,30-49,Baixa,1
0,53,2,36,5,1,3,0.539,1656,41,0.367,0.0,40.39024390243903,1.1388888888888888,46.0,M,Graduate,Married,$120K +,Blue,50-69,Alta,0
0,48,3,36,4,2,2,0.566,3546,63,0.615,0.183,56.285714285714285,1.75,98.5,F,Graduate,Unknown,Less than $40K,Blue,30-49,Baixa,0
0,37,3,19,3,3,4,0.998,2614,67,0.861,0.542,39.014925373134325,3.526315789473684,137.57894736842104,M,Uneducated,Single,$40K - $60K,Blue,30-49,Média,1
0,45,3,39,3,1,0,0.597,1589,30,0.667,0.048,52.96666666666667,0.7692307692307693,40.74358974358975,M,Uneducated,Single,$80K - $120K,Blue,30-49,Alta,0
0,54,1,43,6,2,3,0.697,2097,57,0.541,0.954,36.78947368421053,1.3255813953488371,48.76744186046512,F,High School,Married,Less than $40K,Blue,50-69,Baixa,1
0,38,2,30,4,3,4,0.694,3168,73,0.738,0.06,43.397260273972606,2.433333333333333,105.6,M,High School,Single,$60K - $80K,Silver,30-49,Alta,0
0,35,2,18,3,3,2,1.201,2102,32,1.133,0.436,65.6875,1.7777777777777777,116.77777777777776,F,College,Married,Less than $40K,Blue,30-49,Baixa,1
0,36,1,30,6,1,2,0.79,2661,58,0.871,0.378,45.87931034482759,1.9333333333333331,88.7,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,1
0,33,1,14,6,1,0,0.696,2273,49,0.485,0.299,46.38775510204081,3.5,162.35714285714286,M,Post-Graduate,Married,$120K +,Blue,30-49,Alta,1
0,28,1,14,4,3,1,0.907,2698,73,0.872,0.483,36.95890410958904,5.214285714285714,192.7142857142857,M,High School,Single,Less than $40K,Blue,<30,Baixa,1
0,36,2,26,3,2,4,0.748,2315,63,0.853,0.76,36.74603174603175,2.423076923076923,89.03846153846153,F,Uneducated,Single,$40K - $60K,Blue,30-49,Média,1
0,34,3,27,3,3,2,0.666,2257,54,0.8,0.589,41.7962962962963,2.0,83.5925925925926,F,College,Divorced,Less than $40K,Blue,30-49,Baixa,1
0,55,0,36,4,6,4,0.721,2273,66,0.886,0.182,34.43939393939394,1.8333333333333333,63.138888888888886,M,Doctorate,Married,$60K - $80K,Blue,50-69,Alta,0
0,61,0,48,3,3,3,0.438,1376,44,0.571,0.683,31.272727272727277,0.9166666666666666,28.666666666666668,F,Post-Graduate,Married,Less than $40K,Blue,50-69,Baixa,1
0,44,2,39,5,1,0,0.464,3974,63,0.909,0.306,63.07936507936508,1.6153846153846154,101.8974358974359,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,54,1,46,3,3,2,1.027,2836,61,0.605,0.161,46.49180327868852,1.326086956521739,61.65217391304348,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0
0,39,2,28,3,2,4,1.454,2118,33,1.062,0.072,64.18181818181819,1.1785714285714286,75.64285714285714,M,High School,Married,$80K - $120K,Blue,30-49,Alta,0
0,51,1,36,3,2,4,1.255,3346,69,1.156,0.044,48.492753623188406,1.9166666666666667,92.94444444444444,M,Unknown,Married,$60K - $80K,Blue,50-69,Alta,0
0,47,2,41,6,2,4,0.899,2694,61,0.906,0.162,44.16393442622951,1.4878048780487805,65.70731707317073,M,Unknown,Single,$80K - $120K,Blue,30-49,Alta,0
0,37,1,25,4,3,4,1.348,2623,47,1.35,0.429,55.80851063829788,1.88,104.92,F,High School,Married,$40K - $60K,Blue,30-49,Média,1
0,47,3,36,5,2,3,0.959,1898,50,0.786,0.345,37.96,1.3888888888888888,52.72222222222222,F,Graduate,Unknown,$40K - $60K,Blue,30-49,Média,1
0,56,3,43,5,1,5,0.591,1540,30,0.429,0.145,51.333333333333336,0.6976744186046512,35.81395348837209,M,Uneducated,Married,$120K +,Blue,50-69,Alta,0
0,53,1,36,4,2,4,0.803,3369,55,0.774,0.082,61.25454545454546,1.5277777777777777,93.58333333333331,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0
0,62,0,48,5,1,5,0.601,2123,56,0.697,0.0,37.910714285714285,1.1666666666666667,44.22916666666666,M,Graduate,Married,$40K - $60K,Blue,50-69,Média,0
0,58,3,48,6,2,3,0.615,1571,36,0.636,0.655,43.638888888888886,0.75,32.729166666666664,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1
0,57,1,36,3,2,2,0.448,1519,31,0.632,0.345,49.0,0.8611111111111112,42.19444444444444,M,High School,Married,$80K - $120K,Blue,50-69,Alta,1
0,54,1,36,6,3,4,0.669,2768,70,0.628,0.032,39.54285714285714,1.9444444444444444,76.88888888888889,F,Doctorate,Single,Unknown,Blue,50-69,Baixa,0
0,33,3,26,6,3,5,0.823,2401,71,0.732,0.213,33.816901408450704,2.730769230769231,92.34615384615384,F,College,Single,$40K - $60K,Blue,30-49,Média,0
0,54,1,41,3,2,4,0.856,1351,30,1.5,0.126,45.03333333333333,0.7317073170731707,32.951219512195124,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,30,0,22,3,3,3,0.551,2723,66,0.65,0.0,41.25757575757576,3.0,123.77272727272728,M,Graduate,Divorced,$60K - $80K,Blue,30-49,Alta,0
0,36,2,36,6,2,5,0.615,2429,69,0.643,0.156,35.20289855072464,1.9166666666666667,67.47222222222223,F,High School,Single,Less than $40K,Blue,30-49,Baixa,0
0,60,2,50,3,1,2,0.663,1661,35,0.4,0.094,47.457142857142856,0.7,33.22,M,Graduate,Married,$60K - $80K,Blue,50-69,Alta,0
0,46,4,28,6,3,4,1.065,3253,72,0.532,0.0,45.18055555555556,2.571428571428572,116.17857142857144,F,High School,Single,Less than $40K,Blue,30-49,Baixa,0
0,55,1,49,4,3,3,0.536,1502,34,0.789,0.075,44.1764705882353,0.6938775510204082,30.6530612244898,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0
0,55,1,47,3,3,3,0.514,1352,30,0.429,0.679,45.06666666666667,0.6382978723404256,28.76595744680851,M,High School,Married,$80K - $120K,Blue,50-69,Alta,1
0,31,0,25,5,2,2,0.816,2324,67,1.03,0.305,34.6865671641791,2.68,92.96,M,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,1
0,55,3,36,3,2,1,0.594,2803,61,0.605,0.573,45.950819672131146,1.6944444444444444,77.86111111111111,F,Uneducated,Divorced,Less than $40K,Blue,50-69,Baixa,1
0,36,2,31,3,2,5,0.837,2576,74,0.85,0.192,34.810810810810814,2.3870967741935485,83.09677419354838,M,Post-Graduate,Single,$40K - $60K,Blue,30-49,Média,0
0,34,2,36,3,3,2,0.825,2214,56,0.6,0.774,39.535714285714285,1.5555555555555556,61.5,F,Unknown,Single,Less than $40K,Blue,30-49,Baixa,1
0,33,1,36,3,2,4,0.629,2429,77,0.453,0.22,31.545454545454547,2.138888888888889,67.47222222222223,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,0
0,30,2,16,5,3,5,0.664,2679,69,0.605,0.436,38.82608695652174,4.3125,167.4375,M,Post-Graduate,Single,$40K - $60K,Blue,30-49,Média,1
0,54,2,36,5,3,0,0.444,1307,39,0.393,0.824,33.51282051282051,1.0833333333333333,36.30555555555556,F,Graduate,Married,$40K - $60K,Blue,50-69,Média,1
0,53,2,43,6,1,3,0.411,1331,30,0.364,0.202,44.36666666666667,0.6976744186046512,30.953488372093023,M,Uneducated,Married,$80K - $120K,Blue,50-69,Alta,0
0,59,0,36,5,3,3,1.229,3259,65,0.585,0.043,50.13846153846154,1.805555555555556,90.52777777777776,M,Graduate,Single,$80K - $120K,Silver,50-69,Alta,0
0,41,2,32,6,3,2,0.87,4085,65,0.548,0.276,62.84615384615385,2.03125,127.65625,M,College,Single,$120K +,Blue,30-49,Alta,0
0,45,3,36,3,1,1,0.883,4074,65,0.477,0.057,62.67692307692308,1.805555555555556,113.16666666666669,M,Uneducated,Married,$40K - $60K,Blue,30-49,Média,0
0,50,2,40,5,3,3,0.465,1825,51,0.821,0.519,35.78431372549019,1.275,45.625,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1
0,57,2,47,4,4,1,0.371,1032,26,0.368,0.386,39.69230769230769,0.5531914893617021,21.95744680851064,M,Uneducated,Married,$60K - $80K,Blue,50-69,Alta,1
0,63,0,49,5,4,3,0.85,3982,65,0.857,0.123,61.261538461538464,1.326530612244898,81.26530612244898,M,Doctorate,Single,$40K - $60K,Blue,50-69,Média,0
0,35,3,30,3,3,2,0.897,2314,59,1.034,0.0,39.22033898305085,1.9666666666666663,77.13333333333334,F,Unknown,Single,Unknown,Blue,30-49,Baixa,0
0,35,3,25,5,3,3,1.198,2172,38,0.81,0.277,57.1578947368421,1.52,86.88,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,0
0,53,3,40,6,2,5,0.885,1297,24,1.182,0.177,54.04166666666666,0.6,32.425,M,High School,Married,$120K +,Blue,50-69,Alta,0
0,33,4,24,6,2,2,0.699,3448,103,0.635,0.0,33.47572815533981,4.291666666666667,143.66666666666666,F,College,Divorced,Less than $40K,Blue,30-49,Baixa,0
0,38,2,33,3,1,4,1.4,2906,58,1.0,0.061,50.10344827586207,1.7575757575757576,88.06060606060606,M,Uneducated,Married,$80K - $120K,Blue,30-49,Alta,0
0,31,0,22,3,2,3,0.968,2801,72,0.674,0.0,38.90277777777778,3.272727272727273,127.3181818181818,M,High School,Divorced,Less than $40K,Blue,30-49,Baixa,0
0,37,2,27,4,2,4,1.454,2675,47,1.136,0.0,56.91489361702128,1.7407407407407407,99.07407407407408,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,0
0,36,1,30,4,2,5,1.424,3023,53,0.767,0.165,57.0377358490566,1.7666666666666666,100.76666666666668,M,Uneducated,Single,$80K - $120K,Blue,30-49,Alta,0
1,39,3,36,3,2,3,0.236,644,15,0.154,0.376,42.93333333333333,0.4166666666666667,17.88888888888889,F,Graduate,Married,Unknown,Blue,30-49,Baixa,0
0,58,0,39,5,3,3,0.538,1649,29,0.381,0.181,56.86206896551724,0.7435897435897436,42.282051282051285,F,Post-Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,39,1,34,6,3,5,0.923,2315,49,0.581,0.279,47.24489795918368,1.4411764705882353,68.08823529411765,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,0
0,61,0,48,3,2,4,0.736,2073,43,0.654,0.07,48.2093023255814,0.8958333333333334,43.1875,M,Unknown,Single,$60K - $80K,Blue,50-69,Alta,0
0,34,4,26,3,2,4,0.843,1524,31,0.824,0.224,49.16129032258065,1.1923076923076923,58.61538461538461,M,Unknown,Married,$40K - $60K,Blue,30-49,Média,0
0,55,3,36,4,3,4,0.884,1526,44,1.0,0.858,34.68181818181818,1.2222222222222223,42.388888888888886,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,1
0,50,2,40,4,3,5,0.695,4099,73,0.659,0.984,56.15068493150685,1.825,102.475,M,Uneducated,Single,Less than $40K,Blue,50-69,Baixa,1
0,33,3,24,6,3,3,0.48,2057,54,0.421,0.277,38.0925925925926,2.25,85.70833333333333,M,High School,Single,$40K - $60K,Blue,30-49,Média,0
0,48,1,36,6,4,4,0.651,1970,51,0.645,0.137,38.62745098039216,1.4166666666666667,54.72222222222222,F,High School,Married,Unknown,Blue,30-49,Baixa,0
0,63,0,51,3,3,4,0.467,1508,30,0.429,0.1,50.266666666666666,0.5882352941176471,29.568627450980397,M,High School,Married,$80K - $120K,Blue,50-69,Alta,0
1,54,3,44,2,1,5,0.949,1037,14,2.5,0.0,74.07142857142857,0.3181818181818182,23.568181818181817,M,High School,Married,$40K - $60K,Blue,50-69,Média,0
1,41,4,36,2,3,5,0.657,1786,26,0.733,0.217,68.6923076923077,0.7222222222222222,49.61111111111112,M,Graduate,Unknown,$60K - $80K,Blue,30-49,Alta,0
0,51,3,45,5,2,4,0.766,2619,69,0.917,0.0,37.95652173913044,1.5333333333333334,58.2,M,Doctorate,Married,$80K - $120K,Blue,50-69,Alta,0
0,54,2,46,5,3,2,0.5,1488,30,0.579,0.263,49.6,0.6521739130434783,32.34782608695652,F,Graduate,Married,Unknown,Blue,50-69,Baixa,0
0,47,4,36,3,3,3,0.938,3814,88,0.66,0.328,43.34090909090909,2.4444444444444446,105.94444444444444,M,Unknown,Single,$40K - $60K,Blue,30-49,Média,1
0,52,3,45,5,1,3,1.492,3127,45,1.25,0.666,69.4888888888889,1.0,69.4888888888889,F,Post-Graduate,Single,Less than $40K,Blue,50-69,Baixa,1
0,34,5,28,3,3,2,0.605,2421,63,0.575,0.05,38.42857142857143,2.25,86.46428571428571,M,Post-Graduate,Single,$80K - $120K,Silver,30-49,Alta,0
0,64,0,54,4,3,2,0.46,1280,34,1.0,0.636,37.64705882352941,0.6296296296296297,23.703703703703702,M,High School,Married,Less than $40K,Blue,50-69,Baixa,1
0,62,1,43,3,1,1,0.564,1459,20,0.538,0.0,72.95,0.4651162790697674,33.93023255813954,F,Uneducated,Married,$40K - $60K,Blue,50-69,Média,0
0,38,1,27,6,2,5,1.394,2291,56,1.0,0.052,40.910714285714285,2.074074074074074,84.85185185185185,M,Graduate,Single,$80K - $120K,Blue,30-49,Alta,0
0,52,2,43,5,2,2,0.588,2910,63,0.909,0.08,46.19047619047619,1.4651162790697674,67.67441860465117,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,35,2,24,5,2,3,0.715,1921,26,0.444,0.575,73.88461538461539,1.0833333333333333,80.04166666666667,F,Doctorate,Married,$40K - $60K,Blue,30-49,Média,1
0,35,2,27,6,2,2,0.509,2383,59,0.595,0.077,40.389830508474574,2.185185185185185,88.25925925925925,M,Graduate,Single,$120K +,Blue,30-49,Alta,0
0,54,1,48,6,1,5,0.435,1599,38,0.652,0.159,42.078947368421055,0.7916666666666666,33.3125,M,College,Married,$80K - $120K,Blue,50-69,Alta,0
0,35,3,17,6,1,1,0.969,2144,58,0.812,0.617,36.96551724137931,3.411764705882353,126.11764705882354,F,Unknown,Single,Less than $40K,Blue,30-49,Baixa,1
0,35,0,18,6,2,3,0.765,2483,59,0.903,0.633,42.08474576271186,3.2777777777777777,137.94444444444446,M,Doctorate,Single,$60K - $80K,Blue,30-49,Alta,1
0,36,3,36,5,2,2,0.893,2156,64,1.207,0.069,33.6875,1.7777777777777777,59.888888888888886,F,Graduate,Single,Unknown,Blue,30-49,Baixa,0
0,33,3,36,6,1,2,1.158,2849,67,1.31,0.274,42.52238805970149,1.8611111111111112,79.13888888888889,F,Graduate,Single,$40K - $60K,Blue,30-49,Média,1
0,53,1,44,5,2,1,0.498,3411,68,0.789,0.026,50.16176470588236,1.5454545454545454,77.52272727272727,M,Graduate,Unknown,$60K - $80K,Silver,50-69,Alta,0
0,37,1,29,5,3,0,0.986,2468,58,0.706,0.414,42.55172413793103,2.0,85.10344827586206,F,Uneducated,Married,Less than $40K,Blue,30-49,Baixa,1
0,35,3,28,4,3,2,1.624,2753,48,1.087,0.0,57.35416666666666,1.7142857142857142,98.32142857142856,M,Graduate,Married,$120K +,Blue,30-49,Alta,0
0,59,1,36,6,2,2,0.596,1693,27,0.688,0.854,62.7037037037037,0.75,47.02777777777778,M,Graduate,Married,$40K - $60K,Blue,50-69,Média,1
0,47,1,28,6,1,4,0.675,3525,63,0.75,0.644,55.95238095238095,2.25,125.89285714285714,M,Unknown,Unknown,$80K - $120K,Blue,30-49,Alta,1
0,48,3,30,5,2,1,0.688,3580,77,0.711,0.796,46.493506493506494,2.566666666666667,119.33333333333331,F,High School,Single,$40K - $60K,Blue,30-49,Média,1
0,58,2,46,6,1,3,0.35,1220,36,0.333,0.197,33.888888888888886,0.782608695652174,26.52173913043478,M,Uneducated,Married,$80K - $120K,Blue,50-69,Alta,0
0,55,2,36,5,2,3,0.537,1725,41,0.414,0.561,42.073170731707314,1.1388888888888888,47.91666666666666,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,1
0,37,2,17,6,3,3,0.652,2298,67,0.457,0.0,34.298507462686565,3.941176470588236,135.1764705882353,M,Graduate,Divorced,$40K - $60K,Blue,30-49,Média,0
0,57,2,42,6,1,0,0.409,1327,31,0.409,0.115,42.80645161290322,0.7380952380952381,31.59523809523809,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0
0,60,2,41,5,2,4,0.34,1475,31,0.632,0.553,47.58064516129032,0.7560975609756098,35.97560975609756,M,High School,Married,Unknown,Blue,50-69,Baixa,1
0,50,1,40,4,2,4,0.54,4491,78,0.66,0.1,57.57692307692308,1.95,112.275,M,College,Married,$60K - $80K,Blue,50-69,Alta,0
0,56,2,51,5,6,3,0.583,1458,39,0.696,0.879,37.38461538461539,0.7647058823529411,28.58823529411765,M,High School,Married,$60K - $80K,Blue,50-69,Alta,1
0,48,3,37,5,1,2,0.742,3205,57,0.727,0.07,56.2280701754386,1.5405405405405406,86.62162162162163,M,Graduate,Married,$60K - $80K,Gold,30-49,Alta,0
0,40,4,30,4,1,1,0.438,3699,67,0.523,0.091,55.208955223880594,2.2333333333333334,123.3,M,Graduate,Single,$60K - $80K,Blue,30-49,Alta,0
1,48,3,39,4,4,3,0.799,1126,35,0.591,0.135,32.17142857142857,0.8974358974358975,28.871794871794872,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
0,50,1,36,6,2,2,0.635,4740,67,0.523,0.119,70.74626865671642,1.8611111111111112,131.66666666666666,F,Uneducated,Married,Less than $40K,Blue,50-69,Baixa,0
0,61,1,36,3,2,4,0.65,1617,26,1.0,0.363,62.19230769230769,0.7222222222222222,44.91666666666666,F,Uneducated,Married,Less than $40K,Blue,50-69,Baixa,1
0,36,2,30,6,3,3,1.326,3215,56,0.806,0.092,57.410714285714285,1.8666666666666667,107.16666666666669,M,High School,Married,$80K - $120K,Blue,30-49,Alta,0
0,46,5,32,5,2,2,0.72,2436,71,0.651,0.03,34.309859154929576,2.21875,76.125,M,High School,Married,$120K +,Blue,30-49,Alta,0
0,28,0,36,3,3,3,1.042,3093,77,0.878,0.092,40.16883116883117,2.138888888888889,85.91666666666667,M,Uneducated,Divorced,Unknown,Blue,<30,Baixa,0
0,49,5,30,3,2,1,0.572,3210,65,0.667,0.087,49.38461538461539,2.1666666666666665,107.0,M,Unknown,Single,$80K - $120K,Blue,30-49,Alta,0
0,44,4,38,6,3,3,0.738,3068,77,0.711,0.319,39.84415584415584,2.026315789473684,80.73684210526316,F,High School,Single,$40K - $60K,Blue,30-49,Média,1
0,57,5,50,4,2,3,0.521,1337,27,0.588,0.0,49.51851851851852,0.54,26.74,M,High School,Married,$80K - $120K,Blue,50-69,Alta,0
0,37,2,36,3,3,2,1.027,2735,58,1.071,0.735,47.1551724137931,1.6111111111111112,75.97222222222223,M,Uneducated,Divorced,$80K - $120K,Blue,30-49,Alta,1
0,57,2,52,6,2,4,0.591,1327,26,1.0,0.0,51.03846153846154,0.5,25.51923076923077,M,Uneducated,Married,$80K - $120K,Blue,50-69,Alta,0
1,33,1,36,1,3,4,0.447,741,10,0.429,0.019,74.1,0.2777777777777778,20.58333333333333,M,Unknown,Married,$60K - $80K,Blue,30-49,Alta,0
