Attrition,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Ticket_Medio,Transacoes_por_Mes,Gasto_Medio_Mensal,Rotativo_Ratio,Disponibilidade_Relativa,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Faixa_Idade,Renda_Class,Cluster,PC1,PC2
0,57,2,38,3,1,2,2736.0,1822,914.0,0.593,1211,25,0.923,0.666,48.44,0.6578947368421053,31.86842105263158,0.6659356725146199,0.3340643274853801,M,High School,Married,$60K - $80K,Blue,50-69,Alta,1,-3.4611963306654983,0.6995364629675181
0,50,2,37,6,2,1,1438.3,862,576.3,0.65,1391,40,0.212,0.599,34.775,1.0810810810810811,37.5945945945946,0.5993186400611834,0.4006813599388166,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,1,-3.2132248431718087,0.12480936923154803
0,56,2,45,4,3,0,5406.0,1782,3624.0,0.976,1407,29,0.812,0.33,48.51724137931034,0.6444444444444445,31.266666666666666,0.3296337402885682,0.6703662597114317,F,Unknown,Married,Unknown,Blue,50-69,Baixa,1,-2.374562154919815,-0.8155861199798551
0,52,2,44,5,1,1,34516.0,2174,32342.0,0.426,1616,50,0.515,0.063,32.32,1.1363636363636365,36.72727272727273,0.0629852821879708,0.9370147178120292,M,Graduate,Single,$120K +,Blue,50-69,Alta,0,0.19079979941300654,-3.159864769168502
0,60,0,36,6,2,2,1976.0,1311,665.0,0.995,1498,43,0.536,0.663,34.83720930232558,1.1944444444444444,41.61111111111112,0.6634615384615384,0.3365384615384615,M,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1,-3.519959284421638,0.6164121356683647
0,49,4,40,3,1,1,8714.0,2252,6462.0,0.831,1536,38,0.652,0.258,40.42105263157895,0.95,38.4,0.2584347027771402,0.7415652972228598,M,Uneducated,Married,$80K - $120K,Blue,30-49,Alta,0,-1.5779805491812993,-0.8158991547988383
0,46,4,41,4,1,1,8693.0,1378,7315.0,0.799,1594,45,0.452,0.159,35.422222222222224,1.0975609756097562,38.8780487804878,0.1585183480961693,0.8414816519038306,F,Doctorate,Divorced,Less than $40K,Blue,30-49,Baixa,0,-1.1288941589924326,-1.55531368133648
0,42,1,36,6,1,2,9247.0,710,8537.0,0.735,1190,30,0.5,0.077,39.66666666666666,0.8333333333333334,33.05555555555556,0.0767816589164053,0.9232183410835948,M,Uneducated,Married,$80K - $120K,Blue,30-49,Alta,0,-1.2107517353578028,-2.449662559504982
0,45,3,33,6,5,0,7717.0,1430,6287.0,0.822,1248,37,0.85,0.185,33.729729729729726,1.121212121212121,37.81818181818182,0.1853051704030063,0.8146948295969937,M,High School,Married,Less than $40K,Blue,30-49,Baixa,0,-1.5688592166737383,-1.358620066173441
1,45,4,38,3,4,3,4908.0,0,4908.0,0.993,827,21,0.75,0.0,39.38095238095238,0.5526315789473685,21.76315789473684,0.0,1.0,F,Uneducated,Married,Less than $40K,Blue,30-49,Baixa,0,-1.1104577323009817,-3.0032305034957947
1,44,3,38,6,1,3,7222.0,0,7222.0,0.685,920,18,0.5,0.0,51.11111111111112,0.4736842105263157,24.210526315789476,0.0,1.0,F,Doctorate,Married,Less than $40K,Blue,30-49,Baixa,0,-1.175682447097386,-3.2793361790551545
0,61,0,48,6,2,2,21740.0,0,21740.0,0.676,1755,54,0.543,0.0,32.5,1.125,36.5625,0.0,1.0,M,Uneducated,Single,$80K - $120K,Blue,50-69,Alta,0,-0.2512169226474393,-3.7922037554274124
1,55,3,44,3,2,2,2323.0,0,2323.0,0.737,804,15,0.5,0.0,53.6,0.3409090909090909,18.272727272727277,0.0,1.0,M,Uneducated,Married,$60K - $80K,Blue,50-69,Alta,0,-1.449668595966515,-3.1652723314204922
0,44,4,29,4,2,2,7788.0,0,7788.0,0.296,1196,30,0.429,0.0,39.86666666666667,1.0344827586206895,41.241379310344826,0.0,1.0,M,Unknown,Divorced,$60K - $80K,Blue,30-49,Alta,0,-0.5192433172476606,-2.8432485951968283
1,55,1,36,4,1,3,1438.3,361,1077.3,0.963,850,22,0.692,0.251,38.63636363636363,0.6111111111111112,23.61111111111111,0.2509907529722589,0.7490092470277411,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,0,-2.340752068626953,-1.7118096506579084
0,57,2,36,3,2,2,23700.0,1314,22386.0,1.487,1644,28,0.647,0.055,58.71428571428572,0.7777777777777778,45.66666666666666,0.0554430379746835,0.9445569620253164,M,Unknown,Married,$120K +,Blue,50-69,Alta,0,0.01478598916464397,-2.7452937160660102
0,45,2,40,6,3,1,11710.0,693,11017.0,0.914,1749,50,0.429,0.059,34.98,1.25,43.725,0.0591801878736122,0.9408198121263875,M,Doctorate,Married,$80K - $120K,Blue,30-49,Alta,0,-0.6714769358798361,-2.3541888863715634
0,57,0,45,3,2,2,2278.0,845,1433.0,1.328,2307,45,0.8,0.371,51.266666666666666,1.0,51.266666666666666,0.3709394205443371,0.6290605794556628,F,High School,Married,$40K - $60K,Blue,50-69,Média,1,-1.9695590001041245,-0.3911906296670193
0,31,0,22,3,3,0,4048.0,1113,2935.0,0.717,1757,45,0.607,0.275,39.04444444444445,2.0454545454545454,79.86363636363636,0.2749505928853755,0.7250494071146245,M,Uneducated,Married,$40K - $60K,Blue,30-49,Média,0,-0.7290685979608879,0.14668405514621255
0,34,2,24,6,2,2,3663.0,1853,1810.0,0.963,1826,35,1.059,0.506,52.17142857142857,1.4583333333333333,76.08333333333333,0.5058695058695059,0.4941304941304941,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1,-2.0583340055485615,1.0574207338403068
1,53,1,36,2,2,3,1438.3,0,1438.3,0.672,799,17,0.214,0.0,47.0,0.4722222222222222,22.194444444444443,0.0,1.0,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,0,-1.3711821818745449,-3.0696360427165335
0,35,1,28,4,5,2,3518.0,1575,1943.0,0.625,2121,60,0.579,0.448,35.35,2.142857142857143,75.75,0.4476975554292211,0.5523024445707788,F,College,Single,Unknown,Blue,30-49,Baixa,1,-1.5067984969751935,0.7897565255041851
0,44,4,36,4,1,0,1717.0,0,1717.0,0.619,1468,29,0.381,0.0,50.62068965517241,0.8055555555555556,40.77777777777778,0.0,1.0,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,0,-0.7850343752697075,-2.4048658095784083
0,50,1,45,3,2,2,16813.0,1185,15628.0,0.552,1482,46,0.643,0.07,32.21739130434783,1.022222222222222,32.93333333333333,0.0704811752810325,0.9295188247189676,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0,-0.6033711058220992,-2.612423078204118
0,33,3,25,4,2,3,16434.0,2104,14330.0,0.955,1726,37,0.85,0.128,46.648648648648646,1.48,69.04,0.128027260557381,0.871972739442619,M,Post-Graduate,Married,$80K - $120K,Blue,30-49,Alta,0,-0.11376060334673332,-1.1495401851377378
0,50,3,45,4,2,3,21872.0,1118,20754.0,0.658,1806,31,0.409,0.051,58.25806451612903,0.6888888888888889,40.13333333333333,0.0511155815654718,0.9488844184345282,M,Graduate,Single,$60K - $80K,Blue,50-69,Alta,0,-0.2542839029281695,-3.1974308506105915
0,51,4,41,5,2,0,15897.0,1437,14460.0,0.584,1405,43,0.387,0.09,32.674418604651166,1.048780487804878,34.26829268292683,0.0903944140403849,0.909605585959615,M,High School,Married,$80K - $120K,Blue,50-69,Alta,0,-0.8245861841545011,-2.418143834810222
0,56,4,46,5,3,2,4271.0,1150,3121.0,1.064,2052,50,0.724,0.269,41.04,1.0869565217391304,44.60869565217392,0.2692577850620463,0.7307422149379537,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,0,-1.8277354512648087,-1.0722232084121857
0,55,3,29,6,1,2,7361.0,1309,6052.0,0.504,1175,34,0.7,0.178,34.55882352941177,1.1724137931034482,40.51724137931034,0.1778290993071593,0.8221709006928406,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,0,-1.6275939914456383,-1.6478186846082377
0,26,0,36,4,1,3,1438.3,479,959.3,0.553,1786,37,0.37,0.333,48.270270270270274,1.0277777777777777,49.61111111111112,0.3330320517277341,0.6669679482722659,M,College,Single,Less than $40K,Blue,<30,Baixa,0,-1.668753555237678,-0.6146540205232242
0,42,3,33,6,3,3,8628.0,1077,7551.0,0.872,1675,58,0.415,0.125,28.879310344827587,1.7575757575757576,50.75757575757576,0.1248261474269819,0.875173852573018,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,0,-0.799661796609972,-1.577542393182344
0,54,2,44,4,3,3,18750.0,1705,17045.0,0.807,1200,36,0.895,0.091,33.333333333333336,0.8181818181818182,27.272727272727277,0.0909333333333333,0.9090666666666668,M,College,Married,$80K - $120K,Blue,50-69,Alta,0,-1.0133460007943398,-2.690203048046162
0,44,3,36,4,2,3,21242.0,819,20423.0,0.499,1283,37,0.542,0.039,34.67567567567568,1.0277777777777777,35.638888888888886,0.0385556915544675,0.9614443084455324,F,Graduate,Married,Unknown,Blue,30-49,Baixa,0,-0.15999523865358192,-3.1285292786662495
0,65,0,56,5,3,0,2961.0,1570,1391.0,0.908,1937,57,0.781,0.53,33.98245614035088,1.0178571428571428,34.589285714285715,0.5302262749071259,0.469773725092874,F,Graduate,Married,$40K - $60K,Blue,50-69,Média,1,-3.1765211990580715,0.045949743399954786
0,38,3,29,4,2,2,11327.0,1528,9799.0,1.142,2033,38,0.727,0.135,53.5,1.3103448275862069,70.10344827586206,0.1348989140990553,0.8651010859009447,F,High School,Married,Unknown,Blue,30-49,Baixa,0,-0.33179837143899477,-1.105880367602269
0,58,3,40,6,1,3,8308.0,2517,5791.0,1.455,1915,37,1.056,0.303,51.75675675675676,0.925,47.875,0.302961001444391,0.697038998555609,M,High School,Married,$60K - $80K,Blue,50-69,Alta,1,-2.0416054421274645,-0.5350698917173168
0,39,3,28,4,2,2,3249.0,2217,1032.0,1.06,1988,36,0.895,0.682,55.22222222222222,1.2857142857142858,71.0,0.6823638042474608,0.3176361957525392,F,Post-Graduate,Married,$40K - $60K,Blue,30-49,Média,1,-2.590994544075781,1.8449130040499921
0,52,2,36,5,1,2,2981.0,1358,1623.0,1.242,1648,30,1.5,0.456,54.93333333333333,0.8333333333333334,45.77777777777778,0.4555518282455552,0.5444481717544448,M,High School,Married,$120K +,Blue,50-69,Alta,1,-2.4392981379213357,0.235850230599532
0,45,3,31,4,1,0,8829.0,901,7928.0,0.825,1902,45,0.667,0.102,42.266666666666666,1.4516129032258065,61.354838709677416,0.1020500622947106,0.8979499377052894,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,0,-0.36922754567761945,-1.3860374558052768
0,42,3,33,3,3,2,3714.0,2170,1544.0,0.524,1454,35,0.522,0.584,41.54285714285714,1.0606060606060606,44.06060606060606,0.5842757135164244,0.4157242864835757,M,Unknown,Single,$80K - $120K,Blue,30-49,Alta,1,-2.7629429194939443,0.7405986438686354
1,42,2,28,6,1,3,7340.0,0,7340.0,0.65,838,24,0.412,0.0,34.916666666666664,0.8571428571428571,29.928571428571427,0.0,1.0,M,College,Married,$60K - $80K,Blue,30-49,Alta,0,-1.0251968204748716,-3.0522068010398002
0,57,4,51,4,2,3,16952.0,0,16952.0,0.709,1918,61,0.649,0.0,31.442622950819672,1.196078431372549,37.6078431372549,0.0,1.0,M,Post-Graduate,Married,$120K +,Blue,50-69,Alta,0,-0.0816651837668002,-3.3738818760059703
1,55,3,35,4,1,3,20865.0,0,20865.0,0.881,837,25,0.667,0.0,33.48,0.7142857142857143,23.914285714285715,0.0,1.0,M,Doctorate,Single,$80K - $120K,Blue,50-69,Alta,0,-0.34405878454930766,-3.84442094404329
0,44,3,25,6,3,2,3083.0,1040,2043.0,0.729,4311,78,0.56,0.337,55.26923076923077,3.12,172.44,0.3373337658125203,0.6626662341874797,F,College,Unknown,Less than $40K,Blue,30-49,Baixa,1,0.07992203965976084,1.1041379048483368
0,37,3,24,3,2,2,10584.0,1550,9034.0,0.692,1567,33,0.32,0.146,47.48484848484848,1.375,65.29166666666667,0.1464474678760393,0.8535525321239606,F,Graduate,Married,Unknown,Blue,30-49,Baixa,0,-0.4705909948404602,-1.2432609658952603
0,50,3,42,4,1,2,2240.0,0,2240.0,0.668,1905,39,0.345,0.0,48.84615384615385,0.9285714285714286,45.35714285714285,0.0,1.0,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,0,-0.8086993139547949,-2.5823603161401265
0,51,2,40,5,1,2,12240.0,1566,10674.0,0.539,1422,26,0.529,0.128,54.69230769230769,0.65,35.55,0.1279411764705882,0.8720588235294118,M,Graduate,Married,$40K - $60K,Blue,50-69,Média,0,-1.3044452282297263,-2.228534169168369
0,37,1,21,6,2,0,5120.0,0,5120.0,0.867,1680,32,0.778,0.0,52.5,1.5238095238095235,80.0,0.0,1.0,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0,-0.0996708800430781,-1.7628973926507627
0,36,2,24,3,1,3,3124.0,1593,1531.0,0.869,1652,41,0.367,0.51,40.29268292682927,1.7083333333333333,68.83333333333333,0.5099231754161332,0.4900768245838668,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1,-1.8739572439165277,0.8457366302781407
0,51,2,36,5,3,0,11261.0,2485,8776.0,0.736,1158,26,0.857,0.221,44.53846153846154,0.7222222222222222,32.166666666666664,0.2206731196163751,0.7793268803836249,F,High School,Married,Less than $40K,Silver,50-69,Baixa,0,-1.8428957051298818,-1.2314202321567227
0,65,1,56,3,3,2,2468.0,2021,447.0,0.906,1797,46,0.586,0.819,39.06521739130435,0.8214285714285714,32.089285714285715,0.8188816855753647,0.1811183144246353,M,Uneducated,Married,$40K - $60K,Blue,50-69,Média,1,-4.1767575094957365,1.1510118072135258
0,43,2,28,4,2,3,22157.0,1355,20802.0,0.69,1911,55,0.571,0.061,34.74545454545454,1.9642857142857144,68.25,0.061154488423523,0.938845511576477,M,College,Married,$60K - $80K,Blue,30-49,Alta,0,0.5539642684494812,-2.059538089806202
0,46,3,32,6,2,3,11477.0,0,11477.0,0.767,1260,27,0.688,0.0,46.66666666666666,0.84375,39.375,0.0,1.0,M,Graduate,Married,$40K - $60K,Blue,30-49,Média,0,-0.6126114461308859,-3.119211771713696
0,43,2,33,5,2,2,3933.0,852,3081.0,0.433,1489,45,0.324,0.217,33.08888888888889,1.3636363636363635,45.121212121212125,0.2166285278413424,0.7833714721586575,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,0,-1.5050599913177762,-1.2968241700940975
0,56,3,50,3,3,3,8022.0,1372,6650.0,0.896,1794,31,1.385,0.171,57.87096774193548,0.62,35.88,0.1710296684118673,0.8289703315881326,M,Graduate,Married,$80K - $120K,Blue,50-69,Alta,0,-1.4603279146797117,-1.691874259637995
0,43,3,34,6,2,0,13771.0,2517,11254.0,0.501,1510,42,0.75,0.183,35.95238095238095,1.2352941176470589,44.41176470588236,0.1827753975746133,0.8172246024253866,M,Unknown,Single,$60K - $80K,Blue,30-49,Alta,0,-1.1854225058073948,-1.1376111931100845
1,53,1,48,3,3,3,30271.0,1406,28865.0,1.336,3231,47,0.306,0.046,68.74468085106383,0.9791666666666666,67.3125,0.0464470945789699,0.95355290542103,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0,0.8213843942712592,-2.9611652098592254
0,50,2,41,6,2,2,3244.0,1762,1482.0,0.661,1274,32,1.0,0.543,39.8125,0.7804878048780488,31.07317073170732,0.5431565967940813,0.4568434032059186,M,High School,Unknown,$60K - $80K,Blue,50-69,Alta,1,-3.294489632874322,0.10381875377210556
0,43,3,36,6,1,3,2936.0,2379,557.0,0.694,1572,57,0.676,0.81,27.57894736842105,1.5833333333333333,43.66666666666666,0.8102861035422343,0.1897138964577656,F,Graduate,Married,$40K - $60K,Blue,30-49,Média,1,-3.573887460391768,1.9749521067365643
0,54,3,36,6,1,2,1438.3,1133,305.3,0.759,1935,41,0.708,0.788,47.19512195121951,1.1388888888888888,53.75,0.7877355211013002,0.2122644788986998,M,High School,Married,$80K - $120K,Blue,50-69,Alta,1,-3.5068860079758735,1.3288869148148963
0,33,2,25,6,3,3,6242.0,491,5751.0,1.054,2187,59,0.405,0.079,37.067796610169495,2.36,87.48,0.0786606856776674,0.9213393143223326,M,Unknown,Married,$60K - $80K,Blue,30-49,Alta,0,0.025058949952655167,-1.166439919113736
0,58,2,49,3,1,3,6175.0,1166,5009.0,0.803,1417,25,0.25,0.189,56.68,0.5102040816326531,28.918367346938776,0.1888259109311741,0.8111740890688259,F,Uneducated,Married,$40K - $60K,Blue,50-69,Média,0,-1.871259188032414,-2.1352241684268347
0,41,3,26,4,3,2,11806.0,1811,9995.0,0.754,1465,31,0.476,0.153,47.25806451612903,1.1923076923076923,56.34615384615385,0.1533965780111807,0.8466034219888192,M,Graduate,Single,$80K - $120K,Blue,30-49,Alta,0,-0.7946586227366512,-1.3965011739573514
0,48,3,39,5,2,2,4734.0,954,3780.0,0.6,1570,45,0.452,0.202,34.888888888888886,1.1538461538461535,40.256410256410255,0.2015209125475285,0.7984790874524715,M,Post-Graduate,Single,$60K - $80K,Blue,30-49,Alta,0,-1.5910321362242694,-1.5117169211025236
0,55,2,36,5,2,0,6244.0,2517,3727.0,0.607,1445,40,0.29,0.403,36.125,1.1111111111111112,40.138888888888886,0.4031069827033952,0.5968930172966047,M,High School,Single,$40K - $60K,Blue,50-69,Média,1,-2.519781837903424,-0.21772065780953034
1,54,2,45,3,1,3,1438.3,306,1132.3,1.035,694,15,0.364,0.213,46.266666666666666,0.3333333333333333,15.422222222222222,0.2127511645692832,0.7872488354307168,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0,-2.351742447954449,-2.220651611691472
0,51,3,34,3,1,2,34516.0,1578,32938.0,0.725,1929,40,0.481,0.046,48.225,1.1764705882352942,56.73529411764706,0.0457179279174875,0.9542820720825124,F,Post-Graduate,Divorced,Unknown,Platinum,50-69,Baixa,0,0.9209316313022303,-3.088180419272695
0,35,3,24,4,1,2,23561.0,864,22697.0,1.373,2447,64,1.0,0.037,38.234375,2.6666666666666665,101.95833333333331,0.036670769491957,0.963329230508043,M,Graduate,Single,$80K - $120K,Blue,30-49,Alta,0,1.6897560103018774,-1.338456849366841
0,50,3,36,5,2,3,24742.0,1676,23066.0,0.566,1306,31,0.55,0.068,42.12903225806452,0.8611111111111112,36.27777777777778,0.0677390671732277,0.9322609328267722,M,Uneducated,Single,$80K - $120K,Blue,50-69,Alta,0,-0.42421880489861563,-3.055204786984176
1,55,4,41,2,2,2,27560.0,900,26660.0,1.031,646,10,0.25,0.033,64.6,0.2439024390243902,15.75609756097561,0.0326560232220609,0.967343976777939,M,High School,Married,$80K - $120K,Blue,50-69,Alta,0,-0.10799737718784548,-3.910962275803633
0,45,0,35,6,1,3,5923.0,1686,4237.0,0.702,1236,35,0.591,0.285,35.31428571428572,1.0,35.31428571428572,0.2846530474421745,0.7153469525578254,F,College,Divorced,Less than $40K,Blue,30-49,Baixa,0,-2.2165632348758795,-1.05576084243647
0,34,2,36,6,1,2,8581.0,2326,6255.0,1.226,2513,63,0.615,0.271,39.888888888888886,1.75,69.80555555555556,0.2710639785572777,0.7289360214427223,M,Uneducated,Married,$60K - $80K,Blue,30-49,Alta,1,-0.9708267691276475,0.08590832764222511
0,55,4,41,4,3,3,3156.0,2517,639.0,1.516,2091,48,0.778,0.798,43.5625,1.170731707317073,51.0,0.7975285171102662,0.2024714828897338,F,Graduate,Married,$40K - $60K,Blue,50-69,Média,1,-3.5056770115589626,1.9122871764101341
1,48,2,36,5,1,3,7151.0,800,6351.0,0.986,854,22,0.375,0.112,38.81818181818182,0.6111111111111112,23.72222222222222,0.111872465389456,0.888127534610544,F,Unknown,Married,Less than $40K,Blue,30-49,Baixa,0,-1.6777608443227168,-2.4795656766101777
0,46,4,35,5,1,2,1535.0,700,835.0,2.282,1848,25,1.083,0.456,73.92,0.7142857142857143,52.8,0.4560260586319218,0.5439739413680782,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,1,-2.034044875026702,0.33944223579962046
1,61,0,56,3,3,3,2122.0,554,1568.0,0.857,949,17,0.133,0.261,55.8235294117647,0.3035714285714285,16.946428571428573,0.2610744580584354,0.7389255419415646,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0,-2.7368079522478297,-2.3268256982769104
0,48,1,35,3,2,2,17131.0,1213,15918.0,0.604,1371,37,0.423,0.071,37.054054054054056,1.0571428571428572,39.17142857142857,0.0708073083883019,0.929192691611698,M,Uneducated,Unknown,$60K - $80K,Blue,30-49,Alta,0,-0.4684038797520339,-2.5348005716729882
0,51,1,42,6,2,2,5822.0,2387,3435.0,0.76,1804,49,0.75,0.41,36.81632653061224,1.1666666666666667,42.95238095238095,0.4099965647543799,0.59000343524562,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1,-2.528205647187197,-0.09196736502850833
0,39,3,29,3,1,3,3537.0,2517,1020.0,1.021,1605,43,0.344,0.712,37.325581395348834,1.4827586206896552,55.3448275862069,0.7116200169635284,0.2883799830364716,M,Doctorate,Married,$60K - $80K,Blue,30-49,Alta,1,-2.850149966097424,1.7850713214939717
0,43,3,33,3,1,3,34516.0,2129,32387.0,0.587,1463,38,0.583,0.062,38.5,1.1515151515151516,44.333333333333336,0.0616815389964074,0.9383184610035924,M,Graduate,Married,$120K +,Blue,30-49,Alta,0,0.61871906274949,-2.9272104335875824
0,53,3,47,6,4,3,16320.0,0,16320.0,0.757,1279,41,0.708,0.0,31.195121951219512,0.8723404255319149,27.21276595744681,0.0,1.0,M,Graduate,Single,$60K - $80K,Blue,50-69,Alta,0,-0.7500272789197198,-3.751200792490507
0,38,2,36,5,3,3,2407.0,843,1564.0,1.008,1470,28,0.4,0.35,52.5,0.7777777777777778,40.833333333333336,0.3502285002077274,0.6497714997922726,M,High School,Married,$80K - $120K,Blue,30-49,Alta,0,-2.1661746278308156,-0.8337320030384365
0,49,2,43,4,1,2,3538.0,0,3538.0,0.481,1265,38,0.462,0.0,33.28947368421053,0.8837209302325582,29.41860465116279,0.0,1.0,F,High School,Single,Less than $40K,Blue,30-49,Baixa,0,-1.111525087759663,-2.8749008236243414
0,37,0,31,5,2,2,2684.0,1381,1303.0,0.794,2002,60,0.429,0.515,33.36666666666667,1.935483870967742,64.58064516129032,0.5145305514157973,0.4854694485842026,F,Unknown,Married,Less than $40K,Blue,30-49,Baixa,1,-1.9975265658727464,0.8772700488334431
0,53,3,36,4,3,2,34516.0,2517,31999.0,0.741,1475,33,0.833,0.073,44.696969696969695,0.9166666666666666,40.97222222222222,0.0729227025147757,0.9270772974852244,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0,0.16884782541452925,-2.9433934397299337
0,46,2,40,4,2,2,15459.0,0,15459.0,0.789,1419,30,0.667,0.0,47.3,0.75,35.475,0.0,1.0,M,Post-Graduate,Single,$40K - $60K,Silver,30-49,Média,0,-0.2785085656790786,-3.2630112396622155
0,44,3,36,5,3,3,4307.0,0,4307.0,0.745,1628,37,0.542,0.0,44.0,1.0277777777777777,45.22222222222222,0.0,1.0,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,0,-0.7681891026673151,-2.6469165528098713
0,50,1,46,4,2,3,2081.0,1235,846.0,1.485,1337,29,1.071,0.593,46.10344827586207,0.6304347826086957,29.065217391304348,0.5934646804420951,0.4065353195579048,F,Unknown,Single,Less than $40K,Blue,50-69,Baixa,1,-3.2896979906894006,0.3137568772471742
0,58,2,47,3,2,2,2848.0,1468,1380.0,0.517,1135,27,0.421,0.515,42.03703703703704,0.574468085106383,24.148936170212767,0.5154494382022472,0.4845505617977528,F,Uneducated,Married,$40K - $60K,Blue,50-69,Média,1,-3.265128880169712,-0.5339566263371897
0,55,3,51,3,1,3,34516.0,1266,33250.0,0.846,1161,26,0.368,0.037,44.65384615384615,0.5098039215686274,22.764705882352946,0.0366786417893151,0.9633213582106848,M,High School,Single,$120K +,Blue,50-69,Alta,0,0.032892440193326426,-4.19945217526752
0,44,3,35,6,1,2,6361.0,1292,5069.0,1.027,1571,38,0.52,0.203,41.3421052631579,1.0857142857142856,44.885714285714286,0.2031127181260808,0.7968872818739192,M,College,Unknown,$80K - $120K,Blue,30-49,Alta,0,-1.5131249370916355,-1.2773768976297342
0,57,4,38,4,1,3,15428.0,1553,13875.0,0.747,1916,40,0.538,0.101,47.9,1.0526315789473684,50.42105263157895,0.1006611355976147,0.8993388644023853,M,High School,Married,$80K - $120K,Blue,50-69,Alta,0,-0.618706984110437,-2.2298667658852307
0,57,1,48,5,1,3,2544.0,1927,617.0,0.939,1346,30,0.364,0.757,44.86666666666667,0.625,28.041666666666668,0.7574685534591195,0.2425314465408805,M,High School,Married,$40K - $60K,Blue,50-69,Média,1,-4.203492695519518,0.6803629149787969
1,48,3,42,1,1,3,9959.0,0,9959.0,0.688,805,24,0.143,0.0,33.541666666666664,0.5714285714285714,19.166666666666668,0.0,1.0,M,High School,Married,$80K - $120K,Blue,30-49,Alta,0,-0.78779097401137,-3.4661811642939493
0,51,1,39,3,3,2,8796.0,2517,6279.0,0.492,1195,18,0.8,0.286,66.38888888888889,0.4615384615384615,30.64102564102564,0.2861527967257845,0.7138472032742156,M,Graduate,Single,$60K - $80K,Blue,50-69,Alta,0,-2.0481929689787677,-1.0002416058630699
0,53,3,48,6,1,3,3428.0,1566,1862.0,0.557,1155,34,0.545,0.457,33.97058823529412,0.7083333333333334,24.0625,0.4568261376896149,0.5431738623103851,F,Uneducated,Married,Less than $40K,Blue,50-69,Baixa,1,-3.259008757117732,-0.798897153893379
0,45,1,36,6,2,2,1438.3,0,1438.3,0.597,1431,34,0.545,0.0,42.088235294117645,0.9444444444444444,39.75,0.0,1.0,F,Doctorate,Single,Less than $40K,Blue,30-49,Baixa,0,-1.1882517697829251,-2.5932663469846213
0,41,4,32,5,3,2,18001.0,906,17095.0,0.62,1194,25,0.471,0.05,47.76,0.78125,37.3125,0.0503305371923782,0.9496694628076218,M,Post-Graduate,Married,$60K - $80K,Blue,30-49,Alta,0,-0.43467130360614614,-2.9058990915232368
0,51,4,42,3,1,3,2680.0,1753,927.0,0.32,1154,33,0.571,0.654,34.96969696969697,0.7857142857142857,27.476190476190474,0.6541044776119403,0.3458955223880597,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,1,-3.4589762533419437,0.39033351441466263
0,46,2,35,6,4,3,4675.0,1734,2941.0,0.413,1232,34,0.545,0.371,36.23529411764706,0.9714285714285714,35.2,0.3709090909090909,0.6290909090909091,F,High School,Married,Less than $40K,Blue,30-49,Baixa,1,-2.623625496677482,-0.8335349650688759
0,40,5,35,3,1,3,2448.0,1693,755.0,0.502,1269,30,0.875,0.692,42.3,0.8571428571428571,36.25714285714286,0.6915849673202614,0.3084150326797386,F,College,Married,Less than $40K,Blue,30-49,Baixa,1,-3.1363864033121787,1.0366030352641298
0,33,2,28,3,3,3,4049.0,0,4049.0,0.898,1742,35,1.5,0.0,49.77142857142857,1.25,62.21428571428572,0.0,1.0,M,Doctorate,Married,$60K - $80K,Blue,30-49,Alta,0,-0.05267858879379094,-1.7087150101133712
0,53,1,38,6,2,2,8154.0,996,7158.0,0.594,1379,26,1.0,0.122,53.03846153846154,0.6842105263157895,36.28947368421053,0.12214863870493,0.8778513612950699,M,High School,Single,$80K - $120K,Blue,50-69,Alta,0,-1.5334216368594484,-2.1484769185943673
